"","d_name","rep_name","mod","aic","aicc","topt"
"285","gr7b","R3","briere2_1999",-0.250283591818583,29.7497164081814,20.55
"286","gr7b05","R1","briere2_1999",-15.1774571650937,14.8225428349063,22.17
"287","gr7b05","R2","briere2_1999",-12.5380524672652,17.4619475327348,22.23
"288","gr7b05","R3","briere2_1999",-12.9802500786302,17.0197499213698,22.4
"289","lmer","R1","quadratic_2008",-26.4290394847485,-13.0957061514151,20.38
"290","lmer","R2","quadratic_2008",-26.4026698143877,-13.0693364810544,20.38
"291","lmer","R3","quadratic_2008",-26.9879325345585,-13.6545992012252,20.36
"292","lm","R1","quadratic_2008",-26.8181638377489,-13.4848305044155,20.43
"293","lm","R2","quadratic_2008",-25.9162369468816,-12.5829036135483,20.31
"294","lm","R3","quadratic_2008",-26.6108419996217,-13.2775086662884,20.37
"295","lmer1","R1","quadratic_2008",-16.7906889793545,-3.45735564602118,21.06
"296","lmer1","R2","quadratic_2008",-16.7405119063,-3.40717857296661,21.05
"297","lmer1","R3","quadratic_2008",-17.0751362491313,-3.74180291579794,21.04
"298","lm1","R1","quadratic_2008",-17.4686031181511,-4.13526978481781,21.1
"299","lm1","R2","quadratic_2008",-16.4887237345174,-3.15539040118405,21.03
"300","lm1","R3","quadratic_2008",-16.5775416558321,-3.24420832249873,21.01
"301","lmer2","R1","quadratic_2008",-16.8366590076079,-3.50332567427459,21.07
"302","lmer2","R2","quadratic_2008",-16.766752484142,-3.4334191508087,21.06
"303","lmer2","R3","quadratic_2008",-17.0638373684159,-3.73050403508254,21.03
"304","lm2","R1","quadratic_2008",-17.4931215921785,-4.15978825884517,21.1
"305","lm2","R2","quadratic_2008",-16.5049934560936,-3.17166012276027,21.04
"306","lm2","R3","quadratic_2008",-16.5942168246288,-3.26088349129544,21.02
"307","lmer3a","R1","quadratic_2008",-12.5925560276815,0.740777305651854,20.92
"308","lmer3a","R2","quadratic_2008",-12.1418924461809,1.19144088715243,20.9
"309","lmer3a","R3","quadratic_2008",-12.4828942323994,0.850439100933897,20.93
"310","lm3a","R1","quadratic_2008",-13.0781925227821,0.255140810551193,20.92
"311","lm3a","R2","quadratic_2008",-12.1667004940152,1.16663283931812,20.88
"312","lm3a","R3","quadratic_2008",-11.9733271532097,1.36000618012363,20.95
"313","lmer3b","R1","quadratic_2008",-12.3723915484299,0.960941784903405,20.82
"314","lmer3b","R2","quadratic_2008",-11.9348638356461,1.39846949768727,20.8
"315","lmer3b","R3","quadratic_2008",-12.2699134087821,1.06341992455121,20.84
"316","lm3b","R1","quadratic_2008",-12.7763608080745,0.556972525258843,20.83
"317","lm3b","R2","quadratic_2008",-11.932483693226,1.40084964010731,20.76
"318","lm3b","R3","quadratic_2008",-11.7885524742303,1.54478085910307,20.87
"319","gr4","R1","quadratic_2008",-15.3528095914141,-2.01947625808073,21.01
"320","gr4","R2","quadratic_2008",-13.8717052298753,-0.538371896541999,20.94
"321","gr4","R3","quadratic_2008",-13.8859507339307,-0.552617400597395,20.91
"322","gr5a","R1","quadratic_2008",-4.62711560767701,8.70621772565633,30
"323","gr5a","R2","quadratic_2008",-13.8645614885771,-0.531228155243745,30
"324","gr5a","R3","quadratic_2008",-22.4548226256266,-9.12148929229326,30
"325","gr6","R1","quadratic_2008",-9.26630634320286,4.06702699013048,20.41
"326","gr6","R2","quadratic_2008",-7.07665031019738,6.25668302313595,19.91
"327","gr6","R3","quadratic_2008",-8.340412369981,4.99292096335234,20.59
"328","gr7a","R1","quadratic_2008",-17.3951823056518,-4.06184897231851,20.77
"329","gr7a","R2","quadratic_2008",-15.9025246534119,-2.56919132007857,20.64
"330","gr7a","R3","quadratic_2008",-15.4502550413853,-2.116921708052,21.2
"331","gr7b","R1","quadratic_2008",-11.5425887230085,1.79074461032487,18.3
"332","gr7b","R2","quadratic_2008",-3.30463478317214,10.0286985501612,20.01
"333","gr7b","R3","quadratic_2008",-1.36996337615651,11.9633699571768,20.03
"334","gr7b05","R1","quadratic_2008",-13.3725676177608,-0.0392342844274935,21.38
